age,country,music_style,favorite_artists,have_music_degree,track_memorized
20-29,台灣,"Folk / Country 民歌／鄉村歌曲, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調","dream theater, deca joins, Bill Evans",no,"1,0,-1,1,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,1,0,1,0,0,1,0,1,1,1,0,-1,0,0,-1,-1,1,0,-1,-1,0,0,0,-1,-1,0,1,1,1,-1,-1,-1,0,-1,1,1,0,1,1,-1,1,0,-1,0,1,1,1,0,-1,1,-1,0,0,-1,-1,1,1,0,0,-1,-1,1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,0,0,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,-1,1,1,-1,1,0,-1,-1,-1,0,0,-1,1,1,0,0,0,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,0,1,1,1,0,-1,-1,1,1,1,-1,1,-1,1,1,0,-1,-1,-1,0,1,1,0,-1,-1,1,1"
20-29,台灣,"Pop 流行樂, Indie Rock 獨立音樂, Jazz/Blues 爵士樂／藍調",宇宙人、綠黃色社會、YOASOBI,no,"-1,0,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,0,1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,1,1"
20-29,中華民國,"Pop 流行樂, Classical 古典樂, Electronic Dance Music (EDM) 電音",久石讓/hans zimmer/ヨルシカ,no,"-1,-1,1,1,1,-1,-1,-1,-1,0,-1,0,1,0,1,1,0,-1,0,-1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,0,1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,-1,-1,1,1,1,0,1,0,1,1,-1,-1,0,-1,-1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,-1,1,0,1,-1,-1,1,-1,1,1,1,-1,0,-1,0,-1,-1,1,-1,0,1,1,1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,0,0,1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,0,1,0,1,0,1,-1,1,-1,-1,0,-1,0,1,0,1,1,1,1,0,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,0,1,-1,-1,1,1,-1,-1"
20-29,臺灣,"Folk / Country 民歌／鄉村歌曲, Indie Rock 獨立音樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",茄子蛋 Ado Mr. Big,no,"1,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,0,1,1,-1,1,-1,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,0,-1,-1,1,-1,0,-1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,0,1,-1,1,0,1,1,0,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1"
20-29,台灣,"Pop 流行樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂",Post Malone /24KGoldn/khalid,no,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,1,1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1"
20-29,中華民國,"Pop 流行樂, Electronic Dance Music (EDM) 電音",五月天、理想混蛋、珂拉琪,no,"-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,1,1,0,-1,1,1,-1,1,1,0,-1,-1,1,0,1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,0,1,1,0,1,-1,1,-1,1,-1,0,1,1,0,0,-1,-1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,1,0,1,-1,1,0,-1,-1,1,1,0,0,-1,1,-1,0,-1,-1,1,0,1,0,0,-1,0,1,1,-1,0,1,-1,0,-1,-1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,0,1,0,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,-1,1,-1,1,0,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,1,1,0,-1,-1,-1,-1,1,-1"
20-29,台灣,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",88rising /ozi/血肉果汁機,no,"-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,-1,0,0,-1,-1,-1,0,1,0,1,1,-1,-1,0,0,1,0,-1,0,0,1,1,-1,-1,-1,1,-1,-1,1,0,1,-1,1,-1,-1,-1,0,1,0,0,0,1,1,-1,0,1,1,-1,-1,0,-1,1,1,0,-1,-1,1,-1,1,0,1,1,1,-1,1,-1,1,0,-1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,1,0,0,-1,-1,-1,1,0,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,0,1,0,-1,0,1,0,-1,0,1,0,1,0,-1,-1,-1,1,-1,1,-1,0,1,1,1,-1,0,-1,0,-1,0,1,0,-1,1,-1,-1,0,1,1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,1,1,0,1,1,1,0,-1,-1,-1,0,1,1,-1,-1,0,-1,-1,-1,1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂",Taylor Swift/老王樂隊/Luciano Pavarotti,no,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1"
20-29,中華民國,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂, Jazz/Blues 爵士樂／藍調","Gem, Taylor swift ,imagine dragon",no,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1"
20-29,TAIWAN,"Indie Rock 獨立音樂, Rock 搖滾音樂",Mogwai/Paint the sky red /Mooncake,yes,"-1,0,0,0,0,1,0,-1,0,-1,-1,0,1,1,-1,-1,-1,0,0,-1,1,-1,0,-1,0,1,-1,1,-1,1,0,1,1,0,-1,0,1,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,0,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,1,0,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,0,0,-1,-1,1,0,-1,-1,0,-1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,1,-1,0,-1,1,-1,1,-1,1,1,0,1,1,-1,0,1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,0,1,0,-1,1,1,-1,-1,-1,0,1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,-1,-1,1,-1,0,1,-1,1,-1,0,0,1,0,-1,0,0,1,1,1,-1,-1,-1,-1,0,-1,1,-1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂","John Williams, Hans Zimmer, Lin-Manuel Miranda",no,"-1,-1,-1,1,0,1,1,1,0,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,0,1,0,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,0,1,0,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,1"
20-29,Taiwan,Pop 流行樂,Akon，美秀集團， 熊熊,no,"-1,-1,0,1,-1,-1,0,1,-1,-1,0,-1,1,1,0,1,-1,-1,-1,-1,0,0,0,-1,0,-1,1,0,1,1,0,-1,0,1,0,0,1,-1,0,1,-1,-1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,0,1,0,1,-1,-1,0,-1,-1,-1,1,1,1,0,1,-1,-1,1,0,-1,1,1,1,-1,-1,0,1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,1,-1,0,1,-1,1,0,1,-1,-1,0,0,-1,1,1,1,-1,0,-1,0,0,1,-1,1,0,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,-1,-1,-1,1,0,0,1,1,1,0,0,0,1,-1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,0,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,0,1,0,-1,0,1,0,-1,0,1,1,-1,1,0,0,-1,1,-1,1,1,-1,1,1,0,0,0,-1,1,-1,1,0,-1,-1,0,0,1,-1,0,1,1,0,1,0,-1,-1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, R & B / Soul 節奏藍調／靈魂樂, Jazz/Blues 爵士樂／藍調",Stacey Kent/ Maroon5/ Tchaikovsky ,yes,"-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,1,1,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,1,-1,0,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,1,-1,1,1,1,-1,-1,-1,0,1,-1,0,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,0,1,-1,1,1,1,-1,-1,0,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,1,-1"
20-29,Indonesia,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂","Kodaline, Passenger, Kina Grannis",no,"-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,1,1,1,1,0,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,1,0,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,0,1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,1,0,-1,0,-1,1,-1,1,-1,1,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,0,1,1,0,1,1,1,-1,0,-1,1,0,0,1,0,-1,0,-1,-1,-1,0,1,-1,1,-1,1,0,-1,0,1,-1,0,0,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,-1,0,0,0,1,0,1,0,0,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,0,1,-1,1,0,1,0,0,1,1,0,-1,-1,0,0,-1,1,0,0,1,1,1"
20-29,台灣,Pop 流行樂,莫文蔚、周深、米津玄師,no,"0,1,0,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,-1,1,1,0,1,0,0,0,-1,0,0,0,0,1,-1,-1,1,0,0,-1,0,0,0,-1,0,1,-1,0,0,-1,0,-1,-1,-1,1,0,0,1,-1,0,0,-1,1,0,-1,1,-1,-1,-1,0,-1,-1,1,0,0,1,0,-1,-1,0,-1,0,-1,-1,-1,0,0,1,0,-1,0,0,0,-1,0,-1,-1,0,1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,0,0,-1,0,1,-1,0,-1,-1,-1,0,0,0,-1,0,1,-1,1,0,-1,-1,0,1,-1,1,-1,0,0,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,0,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0,-1,0,-1,-1,1,0,1,0,-1,1,1,-1,-1,0,1,0,0,-1,1,0,-1,0,-1,0,1,0,-1,1,0,-1,1,1,0,0,-1,-1,-1,1"
20-29,臺灣,"Pop 流行樂, Classical 古典樂",周杰倫 林俊傑 蕭敬騰,no,"-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,0,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,0,1,-1,1,1,1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1"
20-29,Taiwan,Pop 流行樂,鄧紫棋/周深/Talor,no,"-1,1,-1,1,-1,0,-1,0,-1,-1,1,1,1,-1,1,0,-1,-1,1,1,-1,-1,1,-1,0,0,-1,1,0,-1,-1,-1,1,1,0,-1,1,0,1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,1,-1,0,0,-1,1,0,-1,0,-1,-1,0,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,0,1,0,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,0,0,-1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,0,-1,1,1,0,-1,0,0,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1"
20-29,馬來西亞,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Indie Rock 獨立音樂",Lee So-ra; 房東的貓; 阿牛(陳慶祥),yes,"-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,0,0,-1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,-1,0,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,1,1,0,-1,0,-1,-1,1,-1,1,0,0,-1,0,1,-1,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,-1,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,1,0,1,0,1,-1,-1,1,-1,-1,-1,1,-1"
20-29,台灣,Classical 古典樂,Schumann/Grieg/Beethoven,yes,"1,-1,0,1,0,1,0,-1,0,1,0,1,-1,-1,1,0,-1,1,1,1,-1,-1,0,1,1,0,1,1,-1,-1,0,0,1,1,1,0,1,-1,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,-1,0,-1,-1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,-1,-1,1,-1,1,-1,0,1,0,-1,0,-1,1,-1,0,0,0,-1,0,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,1,1,0,1,-1,0,1,0,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,0,1,1,0,1,-1,1,1,-1,0,1,-1,-1,1,1,-1,0,-1,0,1,-1,-1,0,1,0,1,-1,0,-1,1,1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,1,0,-1,0,-1"
20-29,中華民國,"Pop 流行樂, Classical 古典樂, Indie Rock 獨立音樂","Low Roar, 米津玄師, Vast & Hazy",no,"-1,-1,0,-1,1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,1,1,0,1,0,1,1,0,1,-1,1,0,-1,-1,1,-1,0,1,-1,-1,0,0,1,-1,1,-1,1,-1,-1,0,0,-1,1,-1,1,-1,-1,0,1,-1,0,1,-1,0,-1,-1,0,-1,1,0,-1,1,-1,-1,1,1,0,-1,-1,0,1,1,0,-1,-1,1,-1,1,0,0,-1,0,1,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,0,-1,1,0,-1,1,-1,1,0,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,0,1,-1,-1,-1,0,1,0,0,-1,1,-1,1,1,1,1,-1,-1,-1,0,0,1,-1,0,1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,-1,-1,-1,-1,-1,1"
20-29,Taiwan,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲",五佰/kalafina/man with a mission,no,"1,1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,1,-1,0,0,1,1,1,-1,-1,-1,-1,0,1,1,1,0,1,1,0,0,-1,-1,-1,1,1,-1,1,0,1,1,-1,1,-1,1,-1,-1,1,0,1,0,0,1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,0,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,0,-1,-1,0,0,0,0,0,-1,1,-1,0,1,-1,-1,1,-1,0,-1,1,-1,1,0,-1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,0,-1,1,0,1,0,1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,-1,1,0,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,0,1,1,0,-1,1,1,1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Jazz/Blues 爵士樂／藍調, Religious 宗教音樂","Bach, Aimyon, Home Free",no,"0,-1,1,1,0,1,-1,-1,-1,1,0,1,1,-1,-1,1,0,1,-1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,0,1,0,0,-1,-1,1,0,-1,1,-1,0,1,-1,1,0,-1,-1,1,0,1,1,0,1,1,-1,1,1,-1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,0,1,1,-1,0,-1,1,1,1,0,-1,-1,1,-1,-1,0,1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,1,-1,1,1,0,1,-1,1,0,-1,1,1,-1,0,0,1,1,1,-1,-1,1,0,1,-1,1,1,0,-1,1,-1,0,0,-1,1,1,0,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,-1,-1,1,-1,-1,0,1,-1,-1,0,0,1,1"
